Timestamp,IPD,UTC_Time
3388.303955078125,56.245872497558594,2024-11-04T17:45:49.091719
3388.31201171875,56.256587982177734,2024-11-04T17:45:49.107715
3388.320068359375,56.2353515625,2024-11-04T17:45:49.109720
3388.328125,56.23370361328125,2024-11-04T17:45:49.115716
3388.3359375,56.24407768249512,2024-11-04T17:45:49.123723
3388.343994140625,56.241302490234375,2024-11-04T17:45:49.139724
3388.35205078125,56.2323055267334,2024-11-04T17:45:49.140718
3388.360107421875,56.241193771362305,2024-11-04T17:45:49.147719
3388.367919921875,56.254220962524414,2024-11-04T17:45:49.160719
3388.3759765625,56.260555267333984,2024-11-04T17:45:49.164719
3388.384033203125,56.25468063354492,2024-11-04T17:45:49.180726
3388.39208984375,56.25819969177246,2024-11-04T17:45:49.181727
3388.400146484375,56.23982238769531,2024-11-04T17:45:49.188087
3388.407958984375,56.25674247741699,2024-11-04T17:45:49.209084
3388.416015625,56.270700454711914,2024-11-04T17:45:49.211089
3388.424072265625,56.280094146728516,2024-11-04T17:45:49.212088
3388.43212890625,56.258514404296875,2024-11-04T17:45:49.221090
3388.43994140625,56.2702751159668,2024-11-04T17:45:49.237091
3388.447998046875,56.28921890258789,2024-11-04T17:45:49.239095
3388.4560546875,56.29357147216797,2024-11-04T17:45:49.251087
3388.464111328125,56.300222396850586,2024-11-04T17:45:49.254088
3388.47216796875,56.30862045288086,2024-11-04T17:45:49.263088
3388.47998046875,56.29931640625,2024-11-04T17:45:49.267098
3388.488037109375,56.30327033996582,2024-11-04T17:45:49.280096
3388.49609375,56.295541763305664,2024-11-04T17:45:49.284621
3388.504150390625,56.30062294006348,2024-11-04T17:45:49.306615
3388.511962890625,56.3024959564209,2024-11-04T17:45:49.307619
3388.520263671875,56.29849433898926,2024-11-04T17:45:49.313616
3388.528076171875,56.293190002441406,2024-11-04T17:45:49.324618
3388.5361328125,56.285858154296875,2024-11-04T17:45:49.326615
3388.5439453125,56.2812614440918,2024-11-04T17:45:49.332614
3388.552001953125,56.28018379211426,2024-11-04T17:45:49.339633
3388.56005859375,56.27676773071289,2024-11-04T17:45:49.356619
3388.568115234375,56.28044319152832,2024-11-04T17:45:49.357616
3388.575927734375,56.275800704956055,2024-11-04T17:45:49.363618
3388.583984375,56.26482009887695,2024-11-04T17:45:49.387141
3388.592041015625,56.258853912353516,2024-11-04T17:45:49.390139
3388.60009765625,56.26840591430664,2024-11-04T17:45:49.391141
3388.60791015625,56.27873992919922,2024-11-04T17:45:49.395143
3388.615966796875,56.27564239501953,2024-11-04T17:45:49.407139
3388.6240234375,56.28101348876953,2024-11-04T17:45:49.411139
3388.632080078125,56.26840591430664,2024-11-04T17:45:49.430141
3388.64013671875,56.262142181396484,2024-11-04T17:45:49.432142
3388.64794921875,56.26028633117676,2024-11-04T17:45:49.442146
3388.656005859375,56.2571964263916,2024-11-04T17:45:49.449143
3388.6640625,56.24895477294922,2024-11-04T17:45:49.457140
3388.672119140625,56.251121520996094,2024-11-04T17:45:49.460139
3388.679931640625,56.23991775512695,2024-11-04T17:45:49.474145
3388.68798828125,56.23756980895996,2024-11-04T17:45:49.475148
3388.696044921875,56.24147415161133,2024-11-04T17:45:49.492660
3388.7041015625,56.24164962768555,2024-11-04T17:45:49.495669
3388.7119140625,56.250770568847656,2024-11-04T17:45:49.499666
3388.719970703125,56.23861122131348,2024-11-04T17:45:49.518664
3388.72802734375,56.23176956176758,2024-11-04T17:45:49.519664
3388.736083984375,56.23683547973633,2024-11-04T17:45:49.524661
3388.744140625,56.244001388549805,2024-11-04T17:45:49.532663
3388.751953125,56.25498580932617,2024-11-04T17:45:49.542668
3388.760009765625,56.26127815246582,2024-11-04T17:45:49.547664
3388.76806640625,56.261497497558594,2024-11-04T17:45:49.565665
3388.776123046875,56.24590301513672,2024-11-04T17:45:49.566664
3388.783935546875,56.25206756591797,2024-11-04T17:45:49.581678
3388.7919921875,56.25404167175293,2024-11-04T17:45:49.588948
3388.800048828125,56.267953872680664,2024-11-04T17:45:49.590946
3388.80810546875,56.258310317993164,2024-11-04T17:45:49.595943
3388.816162109375,56.25822830200195,2024-11-04T17:45:49.609952
3388.823974609375,56.25817108154297,2024-11-04T17:45:49.610948
3388.83203125,56.25162696838379,2024-11-04T17:45:49.634940
3388.840087890625,56.246835708618164,2024-11-04T17:45:49.635944
3388.84814453125,56.252824783325195,2024-11-04T17:45:49.636942
3388.85595703125,56.25943946838379,2024-11-04T17:45:49.648943
3388.864013671875,56.25153160095215,2024-11-04T17:45:49.654945
3388.8720703125,56.276018142700195,2024-11-04T17:45:49.661942
3388.880126953125,56.26833152770996,2024-11-04T17:45:49.666949
3388.88818359375,56.27401351928711,2024-11-04T17:45:49.679955
3388.89599609375,56.2811222076416,2024-11-04T17:45:49.683461
3388.904052734375,56.26745796203613,2024-11-04T17:45:49.693463
3388.912109375,56.258108139038086,2024-11-04T17:45:49.708461
3388.919921875,56.252113342285156,2024-11-04T17:45:49.709465
3388.927978515625,56.26284980773926,2024-11-04T17:45:49.723466
3388.93603515625,56.259233474731445,2024-11-04T17:45:49.735464
3388.944091796875,56.257646560668945,2024-11-04T17:45:49.736461
3388.9521484375,56.24577713012695,2024-11-04T17:45:49.739463
3388.9599609375,56.24784278869629,2024-11-04T17:45:49.751463
3388.968017578125,56.26484680175781,2024-11-04T17:45:49.755459
3388.97607421875,56.27796936035156,2024-11-04T17:45:49.772471
3388.984130859375,56.27416229248047,2024-11-04T17:45:49.774478
3388.991943359375,56.268516540527344,2024-11-04T17:45:49.790987
3389.0,56.27688407897949,2024-11-04T17:45:49.793987
3389.008056640625,56.26840019226074,2024-11-04T17:45:49.794987
3389.01611328125,56.28350639343262,2024-11-04T17:45:49.879988
3389.02392578125,56.275224685668945,2024-11-04T17:45:49.887505
3389.031982421875,56.273006439208984,2024-11-04T17:45:49.892504
3389.0400390625,56.28295135498047,2024-11-04T17:45:49.894510
3389.048095703125,56.27169227600098,2024-11-04T17:45:49.895509
3389.05615234375,56.2779655456543,2024-11-04T17:45:49.896505
3389.06396484375,56.28595733642578,2024-11-04T17:45:49.896505
3389.072021484375,56.288780212402344,2024-11-04T17:45:49.908507
3389.080078125,56.28360939025879,2024-11-04T17:45:49.911510
3389.088134765625,56.293813705444336,2024-11-04T17:45:49.913506
3389.095947265625,56.29543876647949,2024-11-04T17:45:49.915508
3389.10400390625,56.30034065246582,2024-11-04T17:45:49.922507
3389.112060546875,56.30932426452637,2024-11-04T17:45:49.937510
3389.1201171875,56.3048095703125,2024-11-04T17:45:49.938514
3389.128173828125,56.2849063873291,2024-11-04T17:45:49.939512
3389.135986328125,56.290998458862305,2024-11-04T17:45:49.953508
3389.14404296875,56.301008224487305,2024-11-04T17:45:49.961507
3389.152099609375,56.308006286621094,2024-11-04T17:45:49.964507
3389.159912109375,56.32163619995117,2024-11-04T17:45:49.966507
3389.16796875,56.33736801147461,2024-11-04T17:45:49.968518
3389.176025390625,56.323795318603516,2024-11-04T17:45:49.968518
3389.18408203125,56.30853080749512,2024-11-04T17:45:49.982041
3389.192138671875,56.32313346862793,2024-11-04T17:45:49.983054
3389.199951171875,56.33416175842285,2024-11-04T17:45:49.988061
3389.2080078125,56.3328800201416,2024-11-04T17:45:50.007070
3389.216064453125,56.34614181518555,2024-11-04T17:45:50.009064
3389.22412109375,56.355730056762695,2024-11-04T17:45:50.015053
3389.23193359375,56.34452438354492,2024-11-04T17:45:50.032053
3389.239990234375,56.3608512878418,2024-11-04T17:45:50.037056
3389.248046875,56.3458137512207,2024-11-04T17:45:50.039062
3389.256103515625,56.342559814453125,2024-11-04T17:45:50.052052
3389.26416015625,56.33500289916992,2024-11-04T17:45:50.053053
3389.27197265625,56.334815979003906,2024-11-04T17:45:50.061057
3389.280029296875,56.31991195678711,2024-11-04T17:45:50.079064
3389.2880859375,56.31997299194336,2024-11-04T17:45:50.081064
3389.296142578125,56.327205657958984,2024-11-04T17:45:50.083588
3389.303955078125,56.322872161865234,2024-11-04T17:45:50.100594
3389.31201171875,56.323917388916016,2024-11-04T17:45:50.101594
3389.320068359375,56.31811332702637,2024-11-04T17:45:50.127582
3389.328125,56.29968452453613,2024-11-04T17:45:50.134588
3389.3359375,56.317697525024414,2024-11-04T17:45:50.140585
3389.343994140625,56.31777000427246,2024-11-04T17:45:50.142582
3389.35205078125,56.316184997558594,2024-11-04T17:45:50.144581
3389.360107421875,56.31422424316406,2024-11-04T17:45:50.147587
3389.367919921875,56.31447982788086,2024-11-04T17:45:50.161590
3389.3759765625,56.31167793273926,2024-11-04T17:45:50.163582
3389.384033203125,56.32281494140625,2024-11-04T17:45:50.180595
3389.39208984375,56.31978416442871,2024-11-04T17:45:50.183123
3389.39990234375,56.31651496887207,2024-11-04T17:45:50.189110
3389.407958984375,56.317094802856445,2024-11-04T17:45:50.211114
3389.416015625,56.3133659362793,2024-11-04T17:45:50.220117
3389.424072265625,56.307762145996094,2024-11-04T17:45:50.222116
3389.43212890625,56.316307067871094,2024-11-04T17:45:50.223113
3389.43994140625,56.32396697998047,2024-11-04T17:45:50.237127
3389.447998046875,56.33284378051758,2024-11-04T17:45:50.238115
3389.4560546875,56.321895599365234,2024-11-04T17:45:50.243113
3389.464111328125,56.31926155090332,2024-11-04T17:45:50.261117
3389.47216796875,56.32911682128906,2024-11-04T17:45:50.277125
3389.47998046875,56.33761405944824,2024-11-04T17:45:50.284637
